sku,product_name,month,units,order_lines,avg_price
37,adidas Kids' F5 Messi FG Soccer Cleat,2016-08-01,20.0,6,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2016-09-01,15.0,6,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2016-10-01,27.0,9,34.990001680000006
37,adidas Kids' F5 Messi FG Soccer Cleat,2016-11-01,41.0,11,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2016-12-01,29.0,8,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2017-01-01,34.0,11,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2017-02-01,28.0,10,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2017-03-01,48.0,18,34.99000168
37,adidas Kids' F5 Messi FG Soccer Cleat,2017-04-01,14.0,4,34.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-01-01,50.0,15,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-02-01,27.0,9,59.990001680000006
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-03-01,53.0,14,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-04-01,34.0,10,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-05-01,32.0,14,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-06-01,33.0,11,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-07-01,40.0,13,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-08-01,21.0,8,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-09-01,40.0,16,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-10-01,31.0,9,59.990001680000006
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-11-01,8.0,4,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2015-12-01,37.0,12,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-01-01,19.0,7,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-02-01,36.0,11,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-03-01,40.0,12,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-04-01,40.0,14,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-05-01,45.0,15,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-06-01,20.0,5,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-07-01,53.0,15,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-08-01,20.0,6,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-09-01,45.0,13,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-10-01,33.0,11,59.990001679999985
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-11-01,25.0,7,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2016-12-01,36.0,12,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2017-01-01,32.0,13,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2017-02-01,17.0,7,59.99000167999999
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2017-03-01,36.0,10,59.99000168
44,adidas Men's F10 Messi TRX FG Soccer Cleat,2017-04-01,36.0,12,59.99000168
58,Diamondback Boys' Insight 24 Performance Hybr,2017-09-01,29.0,29,299.98999019999997
60,SOLE E25 Elliptical,2017-09-01,2.0,2,999.9899902
60,SOLE E25 Elliptical,2017-10-01,8.0,8,999.9899902
61,Diamondback Girls' Clarity 24 Hybrid Bike 201,2017-09-01,28.0,28,299.9899902000001
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-04-01,10.0,3,99.98999786
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-05-01,47.0,18,99.98999785999999
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-06-01,43.0,12,99.98999786
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-07-01,37.0,13,99.98999785999999
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-08-01,33.0,12,99.98999786
78,Nike Kids' Grade School KD VI Basketball Shoe,2017-09-01,16.0,5,99.98999785999999
93,Under Armour Men's Tech II T-Shirt,2015-01-01,31.0,10,24.989999770000004
93,Under Armour Men's Tech II T-Shirt,2015-02-01,20.0,8,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-03-01,30.0,10,24.989999770000004
93,Under Armour Men's Tech II T-Shirt,2015-04-01,24.0,10,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-05-01,48.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-06-01,19.0,5,24.989999770000004
93,Under Armour Men's Tech II T-Shirt,2015-07-01,36.0,10,24.989999770000004
93,Under Armour Men's Tech II T-Shirt,2015-08-01,39.0,12,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-09-01,19.0,7,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-10-01,38.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-11-01,15.0,6,24.98999977
93,Under Armour Men's Tech II T-Shirt,2015-12-01,29.0,10,24.989999770000004
93,Under Armour Men's Tech II T-Shirt,2016-01-01,18.0,5,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-02-01,26.0,7,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-03-01,35.0,12,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-04-01,39.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-05-01,21.0,6,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-06-01,34.0,11,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-07-01,25.0,9,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-08-01,17.0,6,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-09-01,25.0,8,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-10-01,23.0,13,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-11-01,38.0,11,24.98999977
93,Under Armour Men's Tech II T-Shirt,2016-12-01,48.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2017-01-01,44.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2017-02-01,41.0,14,24.98999977
93,Under Armour Men's Tech II T-Shirt,2017-03-01,39.0,11,24.98999977
93,Under Armour Men's Tech II T-Shirt,2017-04-01,14.0,9,24.98999977
116,Nike Men's Comfort 2 Slide,2015-01-01,44.0,16,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-02-01,28.0,9,44.990001680000006
116,Nike Men's Comfort 2 Slide,2015-03-01,47.0,15,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-04-01,24.0,7,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-05-01,20.0,7,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-06-01,26.0,10,44.99000168
116,Nike Men's Comfort 2 Slide,2015-07-01,48.0,16,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-08-01,41.0,13,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-09-01,38.0,13,44.99000167999999
116,Nike Men's Comfort 2 Slide,2015-10-01,26.0,9,44.99000168
116,Nike Men's Comfort 2 Slide,2015-11-01,37.0,10,44.99000168
116,Nike Men's Comfort 2 Slide,2015-12-01,36.0,14,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-01-01,28.0,9,44.99000168
116,Nike Men's Comfort 2 Slide,2016-02-01,27.0,13,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-03-01,37.0,12,44.99000168
116,Nike Men's Comfort 2 Slide,2016-04-01,65.0,18,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-05-01,30.0,10,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-06-01,38.0,14,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-07-01,40.0,14,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-08-01,27.0,8,44.99000168
116,Nike Men's Comfort 2 Slide,2016-09-01,40.0,13,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-10-01,25.0,8,44.99000167999999
116,Nike Men's Comfort 2 Slide,2016-11-01,32.0,12,44.99000168
116,Nike Men's Comfort 2 Slide,2016-12-01,43.0,14,44.99000167999999
116,Nike Men's Comfort 2 Slide,2017-01-01,48.0,14,44.99000167999999
116,Nike Men's Comfort 2 Slide,2017-02-01,43.0,13,44.990001679999985
116,Nike Men's Comfort 2 Slide,2017-03-01,30.0,9,44.99000167999999
116,Nike Men's Comfort 2 Slide,2017-04-01,23.0,8,44.99000167999999
127,Stiga Master Series ST3100 Competition Indoor,2017-09-01,27.0,27,329.98999019999997
134,Nike Women's Legend V-Neck T-Shirt,2015-01-01,44.0,16,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-02-01,9.0,2,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-03-01,27.0,10,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-04-01,29.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-05-01,43.0,15,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-06-01,29.0,13,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-07-01,33.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-08-01,33.0,12,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-09-01,32.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-10-01,32.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-11-01,24.0,10,25.0
134,Nike Women's Legend V-Neck T-Shirt,2015-12-01,46.0,18,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-01-01,31.0,12,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-02-01,9.0,4,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-03-01,35.0,12,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-04-01,24.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-05-01,24.0,9,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-06-01,34.0,11,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-07-01,41.0,14,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-08-01,38.0,13,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-09-01,39.0,11,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-10-01,16.0,6,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-11-01,32.0,10,25.0
134,Nike Women's Legend V-Neck T-Shirt,2016-12-01,17.0,7,25.0
134,Nike Women's Legend V-Neck T-Shirt,2017-01-01,16.0,6,25.0
134,Nike Women's Legend V-Neck T-Shirt,2017-02-01,31.0,10,25.0
134,Nike Women's Legend V-Neck T-Shirt,2017-03-01,16.0,5,25.0
134,Nike Women's Legend V-Neck T-Shirt,2017-04-01,17.0,8,25.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-01-01,32.0,10,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-02-01,61.0,20,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-03-01,20.0,7,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-04-01,20.0,7,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-05-01,41.0,16,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-06-01,39.0,13,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-07-01,18.0,8,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-08-01,51.0,15,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-09-01,29.0,10,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-10-01,34.0,12,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-11-01,32.0,10,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2015-12-01,40.0,11,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-01-01,49.0,16,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-02-01,25.0,10,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-03-01,19.0,9,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-04-01,15.0,8,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-05-01,40.0,12,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-06-01,34.0,9,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-07-01,31.0,13,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-08-01,33.0,13,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-09-01,15.0,6,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-10-01,33.0,14,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-11-01,30.0,10,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2016-12-01,42.0,14,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2017-01-01,20.0,7,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2017-02-01,31.0,12,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2017-03-01,39.0,12,22.0
135,Nike Dri-FIT Crew Sock 6 Pack,2017-04-01,10.0,4,22.0
172,Nike Women's Tempo Shorts,2015-01-01,50.0,17,30.0
172,Nike Women's Tempo Shorts,2015-02-01,32.0,8,30.0
172,Nike Women's Tempo Shorts,2015-03-01,25.0,11,30.0
172,Nike Women's Tempo Shorts,2015-04-01,41.0,14,30.0
172,Nike Women's Tempo Shorts,2015-05-01,40.0,13,30.0
172,Nike Women's Tempo Shorts,2015-06-01,33.0,12,30.0
172,Nike Women's Tempo Shorts,2015-07-01,37.0,15,30.0
172,Nike Women's Tempo Shorts,2015-08-01,31.0,12,30.0
172,Nike Women's Tempo Shorts,2015-09-01,40.0,12,30.0
172,Nike Women's Tempo Shorts,2015-10-01,39.0,13,30.0
172,Nike Women's Tempo Shorts,2015-11-01,14.0,8,30.0
172,Nike Women's Tempo Shorts,2015-12-01,24.0,8,30.0
172,Nike Women's Tempo Shorts,2016-01-01,30.0,7,30.0
172,Nike Women's Tempo Shorts,2016-02-01,37.0,13,30.0
172,Nike Women's Tempo Shorts,2016-03-01,31.0,9,30.0
172,Nike Women's Tempo Shorts,2016-04-01,18.0,7,30.0
172,Nike Women's Tempo Shorts,2016-05-01,24.0,8,30.0
172,Nike Women's Tempo Shorts,2016-06-01,33.0,12,30.0
172,Nike Women's Tempo Shorts,2016-07-01,25.0,11,30.0
172,Nike Women's Tempo Shorts,2016-08-01,37.0,15,30.0
172,Nike Women's Tempo Shorts,2016-09-01,18.0,7,30.0
172,Nike Women's Tempo Shorts,2016-10-01,65.0,21,30.0
172,Nike Women's Tempo Shorts,2016-11-01,24.0,9,30.0
172,Nike Women's Tempo Shorts,2016-12-01,26.0,10,30.0
172,Nike Women's Tempo Shorts,2017-01-01,42.0,14,30.0
172,Nike Women's Tempo Shorts,2017-02-01,12.0,4,30.0
172,Nike Women's Tempo Shorts,2017-03-01,58.0,19,30.0
172,Nike Women's Tempo Shorts,2017-04-01,21.0,9,30.0
191,Nike Men's Free 5.0+ Running Shoe,2015-01-01,1138.0,400,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2015-02-01,946.0,315,99.98999786000019
191,Nike Men's Free 5.0+ Running Shoe,2015-03-01,1120.0,385,99.98999786000026
191,Nike Men's Free 5.0+ Running Shoe,2015-04-01,1021.0,340,99.98999786000022
191,Nike Men's Free 5.0+ Running Shoe,2015-05-01,1371.0,448,99.98999786000032
191,Nike Men's Free 5.0+ Running Shoe,2015-06-01,1238.0,421,99.98999786000029
191,Nike Men's Free 5.0+ Running Shoe,2015-07-01,1073.0,366,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2015-08-01,1117.0,363,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2015-09-01,1104.0,365,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2015-10-01,1235.0,402,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2015-11-01,1075.0,359,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2015-12-01,1138.0,367,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2016-01-01,1172.0,395,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2016-02-01,1007.0,342,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2016-03-01,1067.0,357,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2016-04-01,1098.0,355,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2016-05-01,948.0,317,99.9899978600002
191,Nike Men's Free 5.0+ Running Shoe,2016-06-01,1048.0,348,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2016-07-01,1120.0,364,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2016-08-01,1146.0,391,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2016-09-01,1022.0,341,99.98999786000022
191,Nike Men's Free 5.0+ Running Shoe,2016-10-01,1006.0,346,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2016-11-01,1183.0,373,99.98999786000026
191,Nike Men's Free 5.0+ Running Shoe,2016-12-01,1165.0,384,99.98999786000026
191,Nike Men's Free 5.0+ Running Shoe,2017-01-01,1209.0,389,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2017-02-01,1232.0,394,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2017-03-01,1050.0,342,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2017-04-01,1086.0,346,99.98999786000023
191,Nike Men's Free 5.0+ Running Shoe,2017-05-01,1083.0,360,99.98999786000024
191,Nike Men's Free 5.0+ Running Shoe,2017-06-01,999.0,325,99.9899978600002
191,Nike Men's Free 5.0+ Running Shoe,2017-07-01,1148.0,390,99.98999786000027
191,Nike Men's Free 5.0+ Running Shoe,2017-08-01,1154.0,377,99.98999786000026
191,Nike Men's Free 5.0+ Running Shoe,2017-09-01,1097.0,380,99.98999786000026
191,Nike Men's Free 5.0+ Running Shoe,2017-10-01,64.0,22,99.98999785999999
203,GoPro HERO3+ Black Edition Camera,2017-09-01,32.0,32,399.98999019999997
208,SOLE E35 Elliptical,2017-09-01,6.0,6,1999.98999
208,SOLE E35 Elliptical,2017-10-01,9.0,9,1999.9899900000003
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-04-01,4.0,4,189.0
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-05-01,7.0,7,189.0
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-06-01,13.0,13,189.0
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-07-01,14.0,14,189.0
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-08-01,22.0,22,189.0
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2017-09-01,4.0,4,189.0
226,Bowflex SelectTech 1090 Dumbbells,2017-09-01,7.0,7,599.9899902
226,Bowflex SelectTech 1090 Dumbbells,2017-10-01,3.0,3,599.9899902
235,Under Armour Hustle Storm Medium Duffle Bag,2015-01-01,39.0,13,34.99000167999999
235,Under Armour Hustle Storm Medium Duffle Bag,2015-02-01,13.0,7,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-03-01,18.0,9,34.990001680000006
235,Under Armour Hustle Storm Medium Duffle Bag,2015-04-01,66.0,21,34.99000167999999
235,Under Armour Hustle Storm Medium Duffle Bag,2015-05-01,28.0,10,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-06-01,37.0,10,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-07-01,23.0,6,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-08-01,31.0,11,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-09-01,29.0,11,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-10-01,46.0,16,34.99000167999999
235,Under Armour Hustle Storm Medium Duffle Bag,2015-11-01,37.0,15,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2015-12-01,28.0,11,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-01-01,30.0,14,34.99000167999999
235,Under Armour Hustle Storm Medium Duffle Bag,2016-02-01,18.0,8,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-03-01,20.0,10,34.99000167999999
235,Under Armour Hustle Storm Medium Duffle Bag,2016-04-01,31.0,10,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-05-01,42.0,13,34.990001680000006
235,Under Armour Hustle Storm Medium Duffle Bag,2016-06-01,16.0,6,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-07-01,27.0,8,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-08-01,41.0,16,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-09-01,29.0,8,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-10-01,28.0,9,34.990001680000006
235,Under Armour Hustle Storm Medium Duffle Bag,2016-11-01,29.0,10,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2016-12-01,39.0,13,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2017-01-01,29.0,11,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2017-02-01,24.0,9,34.990001680000006
235,Under Armour Hustle Storm Medium Duffle Bag,2017-03-01,39.0,11,34.99000168
235,Under Armour Hustle Storm Medium Duffle Bag,2017-04-01,9.0,3,34.99000168
249,Under Armour Women's Micro G Skulpt Running S,2015-01-01,24.0,8,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2015-02-01,9.0,4,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2015-03-01,37.0,13,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2015-04-01,39.0,13,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2015-05-01,34.0,12,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2015-06-01,22.0,7,54.97000122000001
249,Under Armour Women's Micro G Skulpt Running S,2015-07-01,13.0,5,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2015-08-01,22.0,9,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2015-09-01,31.0,9,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2015-10-01,34.0,13,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2015-11-01,26.0,11,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2015-12-01,37.0,13,54.97000121999998
249,Under Armour Women's Micro G Skulpt Running S,2016-01-01,29.0,10,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-02-01,30.0,10,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-03-01,20.0,8,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-04-01,14.0,5,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-05-01,37.0,12,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-06-01,27.0,11,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2016-07-01,41.0,14,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2016-08-01,43.0,15,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2016-09-01,27.0,8,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2016-10-01,39.0,14,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2016-11-01,61.0,17,54.970001219999986
249,Under Armour Women's Micro G Skulpt Running S,2016-12-01,28.0,9,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2017-01-01,36.0,11,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2017-02-01,33.0,10,54.97000121999999
249,Under Armour Women's Micro G Skulpt Running S,2017-03-01,28.0,9,54.97000122
249,Under Armour Women's Micro G Skulpt Running S,2017-04-01,26.0,7,54.97000122000001
251,Brooks Women's Ghost 6 Running Shoe,2017-04-01,13.0,4,89.98999786
251,Brooks Women's Ghost 6 Running Shoe,2017-05-01,43.0,11,89.98999786
251,Brooks Women's Ghost 6 Running Shoe,2017-06-01,56.0,17,89.98999786
