sku,product_name,avg_price,n_months,insufficient_history,annual_demand,annual_demand_value,implied_turns,implied_days_of_supply,velocity_tier,slow_mover,value_rank,cumulative_pct,abc_class,eoq,eoq_orders_per_year,eoq_cycle_days,eoq_annual_cost,monthly_annual_cost,eoq_saving_vs_monthly,eoq_saving_pct,avg_lead_time_days,std_lead_time_days,avg_daily_demand,sigma_daily_demand,sigma_source,safety_stock_90,safety_stock_95,safety_stock_99,reorder_point_90,reorder_point_95,reorder_point_99,safety_stock,reorder_point,safety_stock_value
403,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055000008,34,False,7851.529411764705,1020620.3514187121,82.48718492059689,4.424929767591816,Fast,False,11,0.6350202888894287,A,190.36967789172772,41.243592460298444,8.849859535183633,6186.538869044766,11531.461993944917,5344.9231249001505,0.46350784728829086,3.501258653241032,1.6177463902383449,21.511039484286865,20.825625053112603,per_sku,49.94162178631062,64.09876223182142,90.65168130578525,125.25733492087952,139.41447536639032,165.96739444035416,64.09876223182142,139.41447536639032,8332.19845505771
1014,O'Brien Men's Neoprene Life Vest,49.97999953999982,34,False,20401.058823529413,1019644.9106155093,82.44775762527887,4.427045810741241,Fast,False,12,0.6753036887204533,A,494.8845041062549,41.223878812639434,8.854091621482482,6183.581821895914,11521.301152244887,5337.719330348973,0.463291364388035,3.495750855010882,1.627167260861157,55.893311845286064,55.60371020074816,per_sku,133.2375095049593,171.00685033138856,241.8464562744903,328.6266021775079,366.3959430039372,437.23554894703886,171.00685033138856,366.3959430039372,8546.922300899618
1350,Children's heaters,357.1000060999995,3,True,2608.0,931316.8159087987,78.79580428376454,4.632226338924576,Fast,False,13,0.7120974855354288,A,66.19641803789202,39.39790214188227,9.264452677849151,5909.68532128234,10601.21683238332,4691.5315111009795,0.44254651001664774,3.607361963190184,1.604278392020529,7.145205479452055,6.970794665577063,class_fallback,16.967960704990308,21.77793271195268,30.799443654821278,42.74330317074373,47.553275177706105,56.5747861205747,21.77793271195268,47.553275177706105,7776.899904283681
1363,Summer dresses,215.82000729999996,2,True,3900.0,841698.0284699998,74.90874574974539,4.872595267038503,Fast,False,14,0.7453506875715911,A,104.1266933778091,37.454372874872696,9.745190534077006,5618.155931230905,9667.687796562499,4049.5318653315944,0.41887284224998145,3.5384615384615383,1.6437482353542756,10.684931506849315,10.424117789781652,class_fallback,25.130379589327283,32.25418335399848,45.61548223989705,62.938598767409474,70.06240253208067,83.42370141797923,32.25418335399848,70.06240253208067,6961.098086915488
1360,Smart watch ,327.75,2,True,2142.0,702040.5,68.41249885803032,5.335282383960982,Fast,False,15,0.773086400136469,A,62.62013625449,34.20624942901516,10.670564767921965,5130.937414352275,8212.921875,3081.9844606477254,0.3752604137181964,3.4901960784313726,1.629447833575573,5.868493150684931,5.725246232233922,class_fallback,13.707920639354768,17.59375675692467,24.881972365270748,34.19011242017669,38.075948537746584,45.36416414609266,17.59375675692467,38.075948537746584,5766.35377708206
1358,Rock music,260.6499938999998,3,True,1736.0,452488.38941039966,54.92348552974399,6.645608822519704,Fast,False,16,0.7909629868969642,A,63.2152159775025,27.461742764871996,13.291217645039408,4119.2614147307995,5613.420723024996,1494.1593082941963,0.2661762554453631,3.4838709677419355,1.6143031993215955,4.756164383561644,4.640068841810499,class_fallback,11.099615980591217,14.246066109920795,20.147500511586568,27.669478994289847,30.815929123619426,36.717363525285194,14.246066109920795,30.815929123619426,3713.237044649849
627,Under Armour Girls' Toddler Spine Surge Runni,39.99000168000013,34,False,11200.588235294115,447911.5423464013,54.64500845435023,6.679475588422985,Fast,False,17,0.8086587548662068,B,409.94003119794365,27.322504227175116,13.35895117684597,4098.3756340762675,5565.745232775014,1467.3695986987468,0.263642969149548,3.4945841574832817,1.6297193538435766,30.686543110394837,31.249831352559358,per_sku,74.86829251789041,96.09149060758264,135.8974008148942,182.10499991940395,203.32819800909618,243.13410821640775,96.09149060758264,203.32819800909618,3842.6988708309464
1352,Industrial consumer electronics,252.88000489999976,3,True,1724.0,435965.1284475996,53.91135492315755,6.77037333823741,Fast,False,18,0.8258825524832,B,63.956841836281065,26.955677461578777,13.54074667647482,4043.3516192368165,5441.303421329162,1397.9518020923456,0.2569148775296313,3.4315545243619487,1.661976169244451,4.723287671232876,13.881098142867513,class_fallback,32.955034866447036,42.29692326140662,59.81842822239054,49.163254044529225,58.50514243948881,76.02664740047273,42.29692326140662,58.50514243948881,10696.046161599419
1356,First aid kit,293.04000850000006,3,True,1448.0000000000002,424321.93230800016,53.186585546106784,6.862632678000848,Fast,False,19,0.8426463590577042,B,54.449819823261535,26.593292773053392,13.725265356001696,3988.9939159580085,5320.020128208334,1331.026212250326,0.2501919504388391,3.458563535911602,1.5770852642945634,3.9671232876712335,11.658834171039539,class_fallback,27.787885652916874,35.665022714172096,50.43926216789989,41.50843359812235,49.38557065937758,64.15981011310537,35.665022714172096,49.38557065937758,10451.278559313687
1354,DVDs ,164.3800048999998,3,True,1932.0,317582.1694667996,46.01319879243343,7.932506532452203,Fast,False,20,0.8551931676364993,B,83.97590477094606,23.006599396216714,15.865013064904407,3450.9899094325074,4208.147598612495,757.1576891799878,0.1799265998725037,3.6438923395445135,1.5531720202491304,5.293150684931507,15.555847802795846,class_fallback,38.05650948994532,48.84453219414097,69.07838485210658,57.34418072282203,68.13220342701769,88.36605608498328,48.84453219414097,68.13220342701769,8029.064441411089
1362,Fighting video games,39.75,2,True,5028.0,199863.0,36.50232869283821,9.999362042663687,Fast,False,21,0.8630892116971399,B,275.48927315349596,18.251164346419106,19.998724085327375,2737.674651962866,2981.90625,244.23159803713406,0.08190451931114,3.590692124105012,1.6295535955073237,13.775342465753425,40.48385235634447,class_fallback,98.31582222665716,126.18578025954147,178.4582531568918,147.7788359252873,175.6487939581716,227.92126685552194,126.18578025954147,175.6487939581716,5015.884765316773
208,SOLE E35 Elliptical,1999.9899900000005,2,True,90.0,179999.09910000005,34.64092946212616,10.536668780757287,Fast,False,22,0.8702004870075738,B,5.196165426126881,17.32046473106308,21.073337561514574,2598.069709659462,2774.9906156250004,176.92090596553817,0.06375549703460563,3.533333333333333,1.3557637102737474,0.2465753424657534,0.7246512951612971,class_fallback,1.745717143181677,2.2405821854085053,3.1687435940882764,2.6169500198940057,3.111815062120834,4.039976470800605,2.2405821854085053,3.111815062120834,4481.1419425893355
1357,Men's gala suit,210.8500061000001,3,True,832.0,175427.20507520007,34.19816808692146,10.673086320655532,Fast,False,23,0.8771311392078751,B,48.657577089235076,17.09908404346073,21.346172641311064,2564.86260651911,2727.3667195333337,162.50411301422355,0.0595827879875387,3.423076923076923,1.6546950195068653,2.2794520547945205,6.6989986397133245,class_fallback,15.884396443954035,20.387206390964412,28.832608807405016,23.687136169981432,28.18994611699181,36.63534853343241,20.387206390964412,28.18994611699181,4298.642591896807
303,Garmin Forerunner 910XT GPS Watch,399.9899902,1,True,420.0,167995.79588400002,33.46598231876662,10.90659752710501,Fast,False,24,0.8837681966237172,B,25.1001148568992,16.73299115938331,21.81319505421002,2509.9486739074964,2649.956207125,140.0075332175038,0.052833904515501885,3.6857142857142855,1.6408647033774346,1.1506849315068493,3.3817060440860534,class_fallback,8.320495411336802,10.679137720121647,15.102971656829586,12.561591301747761,14.920233610532605,19.344067547240545,10.679137720121647,14.920233610532605,4271.548192015908
1059,Pelican Maverick 100X Kayak,349.98999019999985,1,True,480.0,167995.19529599993,33.46592249796798,10.906617022798713,Fast,False,25,0.8904052303119595,B,28.685896827087024,16.73296124898399,21.813234045597426,2509.9441873475985,2649.949950999999,140.00576365240067,0.05283336147521102,3.375,1.547330206914726,1.3150684931506849,3.8648069075269182,class_fallback,9.099492848565161,11.678960507650462,16.516971140462807,13.537849012948723,16.117316672034022,20.95532730484637,11.678960507650462,16.117316672034022,4087.5192736187705
1359,Adult dog supplies,84.40000152999998,3,True,1968.0,166099.20301103996,33.27653858311588,10.968688918420039,Fast,False,26,0.8969673584968284,B,118.28153310383911,16.63826929155794,21.937377836840078,2495.7403937336912,2630.2000313649996,134.4596376313084,0.05112144933004492,3.388211382113821,1.656224220345046,5.391780821917808,15.845708320860364,class_fallback,37.38086998075747,47.977366597493734,67.85199581479095,55.6493631314424,66.24585974817867,86.12048896547589,47.977366597493734,66.24585974817867,4049.2898142338413
203,GoPro HERO3+ Black Edition Camera,399.9899902,1,True,384.0,153596.15623680002,31.999599605495067,11.4063927205302,Fast,False,27,0.903035525277027,B,24.000300299636148,15.999799802747534,22.8127854410604,2399.96997041213,2499.9599608,99.98999038786997,0.03999663672848291,3.75,1.7038855027411943,1.0520547945205478,3.0918455260215345,class_fallback,7.673366121034543,9.84856424195515,13.928333026968364,11.618571600486597,13.793769721407205,17.873538506420417,9.84856424195515,13.793769721407205,3939.327114623711
845,Garmin Approach S4 Golf GPS Watch,299.9899902,1,True,432.0,129595.6757664,29.393386531259036,12.417759335482925,Fast,False,28,0.9081554982881397,B,29.39436730371849,14.696693265629518,24.83551867096585,2204.5039898444275,2249.9549559,45.450966055572735,0.02020083377064408,3.8055555555555554,1.5823932046012628,1.1835616438356165,3.4783262167742266,class_fallback,8.696246509787667,11.16140440383094,15.78501736557354,13.200356098828763,15.665513992872036,20.289126954614634,11.16140440383094,15.665513992872036,3348.3095977234807
364,Total Gym 1400,299.9899902,1,True,432.0,129595.6757664,29.393386531259036,12.417759335482925,Fast,False,29,0.9132754712992524,B,29.39436730371849,14.696693265629518,24.83551867096585,2204.5039898444275,2249.9549559,45.450966055572735,0.02020083377064408,3.638888888888889,1.5334886049747165,1.1835616438356165,3.4783262167742266,class_fallback,8.503685821745217,10.914257809136007,15.435490267732442,12.810535136813709,15.2211071242045,19.742339582800934,10.914257809136007,15.2211071242045,3274.1680932029844
768,Titleist Club Glove Travel Cover,299.9899901999999,1,True,408.0,122395.91600159997,28.565237148394196,12.777768940053019,Fast,False,30,0.9181110013653031,B,28.56619028789935,14.282618574197098,25.555537880106037,2142.3927861295647,2174.95745835,32.564672220435114,0.014972555943756176,3.794117647058824,1.533058178830518,1.1178082191780823,3.2850858713978806,class_fallback,8.20076981101271,10.525473050979095,14.885651382146431,12.44186570142367,14.766568941390055,19.12674727255739,10.525473050979095,14.766568941390055,3157.5365574135817
127,Stiga Master Series ST3100 Competition Indoor,329.9899902,1,True,324.0,106916.7568248,26.697909634126788,13.671482337082908,Fast,False,31,0.9223349919123749,B,24.271563162821163,13.348954817063394,27.342964674165817,2002.3432225595093,2013.716216925,11.37299436549074,0.005647764203268728,3.4074074074074074,1.3085299814107096,0.8876712328767123,2.60874466258067,class_fallback,6.171576317805746,7.921056402277365,11.202354859637566,9.196233852052321,10.94571393652394,14.227012393884142,7.921056402277365,10.94571393652394,2613.8693245611553
58,Diamondback Boys' Insight 24 Performance Hybr,299.9899902,1,True,348.0,104396.51658960001,26.38137178510625,13.835520115222469,Fast,False,32,0.9264594146157712,B,26.382252055328323,13.190685892553125,27.671040230444937,1978.6028838829686,1987.4637144750002,8.860830592031562,0.004458360938867354,3.655172413793104,1.737729677912401,0.9534246575342465,2.8019850079570157,class_fallback,6.865501078132744,8.811690639373088,12.461934424204275,10.350432584982059,12.296622146222404,15.94686593105359,8.811690639373088,12.296622146222404,2643.4189885509645
61,Diamondback Girls' Clarity 24 Hybrid Bike 201,299.9899902000001,1,True,336.0,100796.63670720003,25.922530317235626,14.080415589573647,Fast,False,33,0.9304416158466365,B,25.923395277242438,12.961265158617813,28.160831179147294,1944.189773792672,1949.9649657000002,5.775191907328235,0.0029616900861883185,3.071428571428572,1.2450962012087865,0.9205479452054794,2.705364835268843,class_fallback,6.076430701876524,7.7989394986865594,11.029651015742319,8.903827962150498,10.626336758960532,13.857048276016291,7.7989394986865594,10.626336758960532,2339.6037837813747
60,SOLE E25 Elliptical,999.9899902,2,True,60.0,59999.399412,19.999899901749508,18.250091340110725,Fast,False,34,0.9328120290865515,B,6.000030029625443,9.999949950874754,36.50018268022145,1499.992492631213,1524.9937438749998,25.001251243786783,0.016394330366404492,4.0,1.632993161855452,0.1643835616438356,0.4831008634408648,class_fallback,1.2382841331716248,1.589305220547757,2.2476750772449674,1.8958183797469672,2.2468394671230993,2.90520932382031,1.589305220547757,2.2468394671230993,1589.2893119203602
1346,Sports Books ,31.079999919999985,3,True,1620.0,50349.59987039997,18.321135312419912,19.922346174287913,Fast,False,35,0.9348012049670912,B,176.84493590326804,9.160567656209956,39.844692348575826,1374.0851484314935,1424.4749986499996,50.389850218506126,0.03537433108075711,3.3901234567901235,1.6903632612600534,4.438356164383562,13.04372331290335,class_fallback,30.779519347123575,39.504706128342356,55.86953484489198,45.826094689589326,54.55128147080811,70.91611018735773,39.504706128342356,54.55128147080811,1227.8062633085033
1347,Baby sweater,59.08000183,3,True,828.0,48918.24151524,18.05883745155263,20.211710802492366,Fast,False,36,0.936733831768317,B,91.70025503815714,9.029418725776315,40.42342160498473,1354.4128088664474,1409.56501578375,55.152206917302465,0.03912711105889401,3.1497584541062804,1.712826381515948,2.2684931506849315,6.666791915483934,class_fallback,15.163799169928087,19.462338681815474,27.52461455134496,22.309004649380142,26.60754416126753,34.66982003079701,19.462338681815474,26.60754416126753,1149.835004937738
724,LIJA Women's Mid-Length Panel Golf Shorts,100.0,6,False,454.0,45400.0,17.397317800933184,20.980245585927136,Fast,False,37,0.9385274624070701,B,52.191953402799555,8.698658900466592,41.96049117185427,1304.7988350699889,1372.9166666666667,68.11783159667789,0.04961541603399906,3.684931506849315,1.5172774624376744,1.2438356164383562,3.8196320557215833,per_sku,9.396989425048671,12.060789564031335,17.056972924072035,13.980438477403709,16.644238616386374,21.640421976427074,12.060789564031335,16.644238616386374,1206.0789564031336
646,Merrell Women's Grassbow Sport Hiking Shoe,99.98999786,6,False,414.0,41395.85911404,16.61241686491162,21.97151702657697,Fast,False,38,0.9401629003195027,B,49.8422358849472,8.30620843245581,43.94303405315394,1245.9312648683715,1331.20686577125,85.27560090287852,0.06405886500102531,3.7857142857142856,1.4929093970864078,1.1342465753424658,3.183691318416235,per_sku,7.938845842837988,10.189300504747353,14.41021932287298,12.232779306634466,14.48323396854383,18.704152786669457,10.189300504747353,14.48323396854383,1018.8281356645847
359,Nike Men's Free TR 5.0 TB Training Shoe,99.98999786,6,False,412.0,41195.87911832,16.572241674623665,22.024781388441145,Fast,False,39,0.9417904375656917,B,49.7216982577411,8.286120837311833,44.04956277688229,1242.9181255967746,1329.1237408158333,86.2056152190587,0.06485898383407446,3.632352941176471,1.7007848211639438,1.1287671232876713,3.8303760679491785,per_sku,9.35595090707529,12.008117702128702,16.982481737772506,13.456031487252567,16.108198282305978,21.082562317949783,12.008117702128702,16.108198282305978,1200.6916633384772
860,Bushnell Pro X7 Jolt Slope Rangefinder,599.9899902,2,True,66.0,39599.3393532,16.247941275373936,22.464384491173007,Medium,False,40,0.9433548998638916,B,8.124106172150238,8.123970637686968,44.928768982346014,1218.5955956530452,1312.4931182625,93.89752260945488,0.07154134471482636,3.363636363636364,1.4333685689819815,0.18082191780821918,0.5314109497849513,class_fallback,1.2490721265674505,1.603151327240012,2.2672569351075684,1.8572913046496424,2.211370505322204,2.8754761131897606,1.603151327240012,2.211370505322204,961.8747491198517
258,Nike Women's Free 5.0 TR FIT PRT 4 Training S,94.98999786,6,False,412.0,39135.87911832,16.15258062319455,22.597008398513893,Medium,False,41,0.9449010521075293,B,51.013520329795746,8.076290311597274,45.194016797027786,1211.443546739591,1307.6654074825,96.22186074290903,0.07358293657714328,3.557142857142857,1.690859607176221,1.1287671232876713,2.9139249997399714,per_sku,7.043386518553391,9.040001938489757,12.784823703269938,11.058572428533822,13.055187848470187,16.800009613250367,9.040001938489757,13.055187848470187,858.709764791538
677,TaylorMade White Smoke IN-12 Putter,99.98999786,6,False,386.0,38596.13917396,16.04081028168673,22.75446150103206,Medium,False,42,0.9464258806925511,B,48.12724459944316,8.020405140843366,45.50892300206412,1203.0607711265047,1302.0431163954167,98.98234526891201,0.07602078919086434,3.73015873015873,1.686821301570092,1.0575342465753426,3.3949196532546684,per_sku,8.403218487511392,10.78531061962195,15.253126691243562,12.347989089816242,14.730081221926799,19.19789729354841,10.78531061962195,14.730081221926799,1078.423185775434
607,Garmin Approach S3 Golf GPS Watch,249.9900055,6,False,154.0,38498.460847,16.020499544229782,22.783309533657125,Medium,False,43,0.9479468502722871,B,19.225368044839435,8.010249772114891,45.56661906731425,1201.5374658172336,1301.0256338229167,99.48816800568306,0.076469029832524,3.74025974025974,1.5424058224478356,0.42191780821917807,1.44790826925064,per_sku,3.5887601059764163,4.606079508677127,6.514148435184875,5.166842297757238,6.184161700457949,8.092230626965698,4.606079508677127,6.184161700457949,1151.4738417076323
251,Brooks Women's Ghost 6 Running Shoe,89.98999786,6,False,424.0,38155.75909264,15.949035308891466,22.885396698351734,Medium,False,44,0.9494542806369002,B,53.16936000055417,7.974517654445733,45.77079339670347,1196.1776481668599,1297.4558238816667,101.27817571480682,0.07805905515288188,3.4545454545454546,1.570710943214208,1.1616438356164382,3.0137584053847775,per_sku,7.1788749624568124,9.21389780410831,13.03075594972166,11.191826394586325,13.226849236237824,17.043707381851174,9.21389780410831,13.226849236237824,829.1586436739656
295,Fitbit The One Wireless Activity & Sleep Trac,99.94999695,6,False,374.0,37381.2988593,15.786344068909685,23.121249505694415,Medium,False,45,0.9509311141820636,C,47.382725014409374,7.893172034454842,46.24249901138883,1183.9758051682263,1289.388529784375,105.41272461614858,0.08175404246366051,3.5161290322580645,1.7057466562209302,1.0246575342465754,2.7123259997218483,per_sku,6.518186580613614,8.365921587430815,11.831505495069793,10.12101468489996,11.96874969171716,15.434333599356139,8.365921587430815,11.96874969171716,836.1738371476491
78,Nike Kids' Grade School KD VI Basketball Shoe,99.98999786,6,False,372.0,37196.27920392,15.747228159038023,23.178682388653304,Medium,False,46,0.9524006381033799,C,47.24641012920016,7.873614079519012,46.35736477730661,1181.0421119278517,1287.4612417075,106.4191297796483,0.08265812308144481,3.6031746031746033,1.4977368145960124,1.0191780821917809,2.6967255639243843,per_sku,6.560423939579114,8.420132130316544,11.908172761113368,10.232700521444738,12.092408712182166,15.58044934297899,8.420132130316544,12.092408712182166,841.9289936912685
24,Elevation Training Mask 2.0,79.98999786,6,False,462.0,36955.37901132,15.696152184812686,23.25410684748377,Medium,False,47,0.9538606447126627,C,58.8679307591096,7.848076092406343,46.50821369496754,1177.2114138609513,1284.95186470125,107.74045084029876,0.08384784971330292,3.554054054054054,1.7292162441279408,1.2657534246575342,4.340696238579295,per_sku,10.487546710454009,13.460491248459581,19.03650118018817,14.98610280079092,17.959047338796495,23.535057270525083,13.460491248459581,17.959047338796495,1076.7046661588306
1361,Toys ,11.53999995999996,2,True,3174.0,36627.95987303987,15.6264647042637,23.357810413791757,Medium,False,48,0.9553077158814578,C,406.2339191965756,7.81323235213185,46.715620827583514,1171.9848528197774,1281.5412486774987,109.55639585772133,0.08548799812005997,3.5179584120982987,1.6049635339274435,8.695890410958905,18.219238223303346,class_fallback,43.79535628030602,56.210191592911485,79.49526944044621,74.38713710222383,86.8019724148293,110.08705026236402,56.210191592911485,86.8019724148293,648.6656087337886
226,Bowflex SelectTech 1090 Dumbbells,599.9899902,2,True,60.0,35999.399412,15.491804158328364,23.560845223038577,Medium,False,49,0.9567299543343668,C,7.746031306204464,7.745902079164182,47.12169044607715,1161.8853118746274,1274.9937438749998,113.10843200037243,0.08871293098004532,3.5,1.4337208778404378,0.1643835616438356,0.3444090401380594,class_fallback,0.8257737311300309,1.0598589344068257,1.4989056107426582,1.4011161968834556,1.6352014001602502,2.0742480764960827,1.0598589344068257,1.6352014001602502,635.9047516681337
981,The North Face Women's Recon Backpack,99.0,6,False,362.0,35838.0,15.457037232277083,23.613839736234453,Medium,False,50,0.9581458163350635,C,46.83950676447601,7.728518616138541,47.22767947246891,1159.2777924207812,1273.3125,114.03470757921878,0.08955751834621806,3.456140350877193,1.536114944529548,0.9917808219178083,2.7340571488450425,per_sku,6.5141202627649095,8.360702575079587,11.824124506296823,9.941853980621193,11.788436292935872,15.251858224153107,8.360702575079587,11.788436292935872,827.7095549328792
306,Polar FT4 Heart Rate Monitor,89.98999786,6,False,392.0,35276.079161120004,15.335379391268198,23.80117183196831,Medium,False,51,0.9595394783702718,C,51.12361292126892,7.667689695634099,47.60234366393662,1150.1534543451148,1267.4591579283333,117.30570358321847,0.0925518608228411,3.4833333333333334,1.7221553963099696,1.073972602739726,4.006569946940403,per_sku,9.583469073365066,12.300131303665882,17.39546200481363,13.324473639575112,16.041135869875927,21.136466571023675,12.300131303665882,16.041135869875927,1106.888789694612
777,Bag Boy M330 Push Cart,79.98999786,6,False,416.0,33275.83910976,14.894258202354354,24.506087852183466,Medium,False,52,0.9608541163561194,C,55.86045230963464,7.447129101177177,49.01217570436693,1117.0693651765766,1246.62332406,129.55395888342332,0.10392390097555072,3.391304347826087,1.6289421983060035,1.1397260273972603,4.212961084070255,per_sku,9.943134853467896,12.761752902987938,18.04831040076651,13.808292685510779,16.62691073503082,21.913468232809393,12.761752902987938,16.62691073503082,1020.812587399854
730,LIJA Women's Argyle Golf Polo,80.0,6,False,390.0,31200.0,14.422205101855958,25.308196452776077,Medium,False,53,0.9620867435792271,C,54.08326913195984,7.211102550927979,50.61639290555215,1081.6653826391967,1225.0,143.33461736080335,0.11700785090677825,3.1818181818181817,1.6539843819287825,1.0684931506849316,3.5023279929017233,per_sku,8.006579009439736,10.276234248304794,14.533165378947924,11.406329943437246,13.675985182302304,17.932916312945434,10.276234248304794,13.675985182302304,822.0987398643836
565,adidas Youth Germany Black/Red Away Match Soc,70.0,28,False,415.2857142857142,29069.999999999996,13.921206844235883,26.218991218504115,Medium,False,54,0.9632352202899881,C,59.662315046725205,6.960603422117941,52.43798243700823,1044.0905133176911,1202.8125,158.72198668230885,0.13195904322769247,3.4426751592356686,1.7027211381588716,1.1377690802348335,1.7533368305358012,per_sku,4.169326224424422,5.351220900870577,7.567964728369639,8.086295573895297,9.268190250341453,11.484934077840515,5.351220900870577,9.268190250341453,374.58546306094036
